2 front headrests,2 rear headrests,3 front headrests,3 rear headrests,4-wheel ABS,Emergency braking assist,Front and rear ventilated disc brakes,Front center 3-point belt,LED headlamp,Passenger airbag deactivation switch,Passenger airbag occupant sensing deactivation,Rear center 3-point belt,Rear door child safety locks,Rear fixed headrests,Rear folding headrests,Rear height adjustable headrests,Rear integrated headrests,Rear power adjustable headrests,Turn signal mirrors,Unnamed: 0,Ventilated front disc / rear drum brakes,Ventilated front disc / solid rear disc brakes,adaptive headlights,auto delay off headlamps,blind spot and lane departure warnings accident avoidance system,blind spot warning accident avoidance system,brake drying,child seat anchors,cornering lights,daytime running lights,driver only with head protection chamber side-mounted airbags,dual front and dual rear side-mounted airbags,dual front and dual rear with head protection chambers side-mounted airbags,dual front side-mounted airbags,dual front with head protection chambers side-mounted airbags,dusk sensing headlamps,emergency braking preparation,engine immobilizer,front and rear head airbags,front fog/driving lights,front head airbags,"front, rear and third row head airbags",high pressure washers headlamps,lane departure warning accident avoidance system,post-collision safety system,pre-collision safety system,remote anti-theft alarm system,self-leveling headlights,stability control,tire pressure monitoring,traction control,xenon high intensity discharge headlamp,Base engine size,Base engine type,Cam type,Cylinders_x,Horsepower,Torque,Turning circle,Valve timing,Valves,cylinder deactivation,direct injection,Basic Warranty,Combined MPG,Cylinders_y,Drive Train,Engine Type,Total Seating,Transmission,car_model,price
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SE w/Technology 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,39140
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SE w/Technology 4dr SUV (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,37340
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SEL Premium 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,48740
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SEL 4dr SUV (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,41140
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SE 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,41140
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SE 4dr SUV (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,no,,yes,,yes,,,yes,no,no,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,35240
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 S 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,no,,yes,,yes,,,yes,no,no,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,33950
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 Launch Edition 4dr SUV (3.6L 6cyl 8A),,yes,,,no,,,yes,no,yes,,,,,yes,,,no,,no,,yes,,,yes,no,no,,yes,,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,235 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,33750
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 Launch Edition 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,no,,,yes,no,yes,,,,,yes,,,no,,no,,yes,,,yes,no,no,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,35550
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 S 4dr SUV (3.6L 6cyl 8A),,yes,,,no,,,yes,no,yes,,,,,yes,,,no,,no,,yes,,,yes,no,no,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,32150
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,SE w/Technology 4dr SUV (2.0L 4cyl Turbo 8A),,yes,,,no,yes,,yes,yes,yes,,,,,yes,,,no,,yes,,yes,,,yes,no,no,,yes,,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,235 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,35940
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,LE 4dr Sedan (1.5L 4cyl 6M),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,34,inline 4,front wheel drive,gas,5,6-speed manual,2019 Toyota Yaris Sedan Features & Specs | Edmunds,16450
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,no,L 4dr Sedan (1.5L 4cyl 6M),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,no,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,34,inline 4,front wheel drive,gas,5,6-speed manual,2019 Toyota Yaris Sedan Features & Specs | Edmunds,15450
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,LE 4dr Sedan (1.5L 4cyl 6A),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,35,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Yaris Sedan Features & Specs | Edmunds,17550
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,XLE 4dr Sedan (1.5L 4cyl 6A),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,35,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Yaris Sedan Features & Specs | Edmunds,18550
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,L 4dr Sedan (1.5L 4cyl 6A),yes,,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,35,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Yaris Sedan Features & Specs | Edmunds,16550
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,4dr Sedan (1.5L 4cyl 6A),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,35,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Toyota Yaris iA Sedan Features & Specs | Edmunds,17050
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,4dr Sedan (1.5L 4cyl 6M),yes,,,,,,,yes,,yes,,,,yes,,,,yes,yes,,,,,,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4000 rpm,32.2 ft.,,16,,yes,3 yr./ 36000 mi.,34,inline 4,front wheel drive,gas,5,6-speed manual,2018 Toyota Yaris iA Sedan Features & Specs | Edmunds,15950
yes,,,yes,yes,yes,,,,,yes,yes,no,,,,,,,L 2dr Hatchback (1.5L 4cyl 5M),yes,no,,,,,,yes,,yes,,,,yes,,,,no,yes,no,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,31.5 ft.,Variable,16,,,3 yr./ 36000 mi.,33,inline 4,front wheel drive,gas,5,5-speed manual,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,15635
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,,,,,SE 4dr Hatchback (1.5L 4cyl 4A),,yes,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,36.1 ft.,Variable,16,,,3 yr./ 36000 mi.,32,inline 4,front wheel drive,gas,5,4-speed automatic,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,19060
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,,,,,SE 4dr Hatchback (1.5L 4cyl 5M),,yes,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,36.1 ft.,Variable,16,,,3 yr./ 36000 mi.,33,inline 4,front wheel drive,gas,5,5-speed manual,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,18260
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,,,,,L 2dr Hatchback (1.5L 4cyl 4A),,yes,,,,,,yes,,yes,,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,31.5 ft.,Variable,16,,,3 yr./ 36000 mi.,32,inline 4,front wheel drive,gas,5,4-speed automatic,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,16385
yes,,,yes,yes,yes,,,,,yes,yes,no,,,,,,,L 4dr Hatchback (1.5L 4cyl 4A),yes,no,,,,,,yes,,yes,,,,yes,,,,no,yes,no,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,31.5 ft.,Variable,16,,,3 yr./ 36000 mi.,32,inline 4,front wheel drive,gas,5,4-speed automatic,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,16760
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,,,,,LE 4dr Hatchback (1.5L 4cyl 4A),yes,no,,,,,,yes,,yes,,,,yes,,,,no,yes,no,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,31.5 ft.,Variable,16,,,3 yr./ 36000 mi.,32,inline 4,front wheel drive,gas,5,4-speed automatic,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,17660
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,,,,,LE 2dr Hatchback (1.5L 4cyl 4A),yes,no,,,,,,yes,,yes,,,,yes,,,,yes,yes,no,,,,yes,,yes,,,yes,yes,yes,,1.5 L,gas,Double overhead cam (DOHC),inline 4,106 hp @ 6000 rpm,103 ft-lbs. @ 4200 rpm,31.5 ft.,Variable,16,,,3 yr./ 36000 mi.,32,inline 4,front wheel drive,gas,5,4-speed automatic,2018 Toyota Yaris Hatchback Features & Specs | Edmunds,17285
,,yes,,yes,yes,yes,yes,,,yes,,,,,,,,,SR FFV 2dr Regular Cab 4WD LB (5.7L 8cyl 6A),,,,,,,,yes,,yes,,,,yes,,,,yes,,,yes,,,,,,yes,,yes,yes,yes,,5.7 L,flex-fuel (FFV),Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,four wheel drive,flex-fuel (FFV),3,6-speed shiftable automatic,2017 Toyota Tundra Regular Cab Features & Specs | Edmunds,33550
,,yes,,yes,yes,yes,yes,,,yes,,,,,,,,,SR 2dr Regular Cab LB (5.7L 8cyl 6A),,,,,,,,yes,,yes,,,,yes,,,,yes,,,yes,,,,,,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,3,6-speed shiftable automatic,2017 Toyota Tundra Regular Cab Features & Specs | Edmunds,30500
,,yes,,yes,yes,yes,yes,,,yes,,,,,,,,,SR 2dr Regular Cab 4WD LB (5.7L 8cyl 6A),,,,,,,,yes,,yes,,,,yes,,,,yes,,,yes,,,,,,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,four wheel drive,gas,3,6-speed shiftable automatic,2017 Toyota Tundra Regular Cab Features & Specs | Edmunds,33550
,,yes,,yes,yes,yes,yes,,,yes,,,,,,,,,SR FFV 2dr Regular Cab LB (5.7L 8cyl 6A),,,,,,,,yes,,yes,,,,yes,,,,yes,,,yes,,,,,,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,four wheel drive,gas,3,6-speed shiftable automatic,2017 Toyota Tundra Regular Cab Features & Specs | Edmunds,30500
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab 4WD SB (4.6L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,36270
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,37540
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,35740
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab 4WD SB (4.6L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,34470
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,Limited 4dr Double Cab 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,43735
yes,,no,yes,yes,yes,yes,no,yes,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab 4WD LB (5.7L 8cyl 6A),,,,no,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,37870
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab SB (4.6L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,49.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,31420
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,34490
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab SB (4.6L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,33220
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,32690
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 4dr Double Cab LB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,34820
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab LB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,49.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,33020
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,Limited 4dr Double Cab SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,49.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,40685
yes,,no,yes,yes,yes,yes,no,yes,,yes,yes,yes,,,yes,,,,SR 4dr Double Cab 4WD LB (5.7L 8cyl 6A),,,,no,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,rear wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,36070
,,yes,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,SR5 FFV 4dr Double Cab 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,no,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,49.0 ft.,Variable,32,,,3 yr./ 36000 mi.,14,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra Double Cab Features & Specs | Edmunds,37540
no,,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,,,yes,,,,SR5 FFV 4dr CrewMax 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,four wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra CrewMax Features & Specs | Edmunds,40145
no,,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,,,yes,,,,SR5 4dr CrewMax 4WD SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,flex-fuel (FFV),Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,four wheel drive,flex-fuel (FFV),6,6-speed shiftable automatic,2019 Toyota Tundra CrewMax Features & Specs | Edmunds,40145
yes,,no,yes,yes,yes,yes,no,yes,,yes,yes,yes,,,yes,,,,Limited 4dr CrewMax 4WD SB (5.7L 8cyl 6A),,,,no,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,5.7 L,gas,Double overhead cam (DOHC),V8,381 hp @ 5600 rpm,401 ft-lbs. @ 3600 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,15,V8,four wheel drive,gas,5,6-speed shiftable automatic,2019 Toyota Tundra CrewMax Features & Specs | Edmunds,45600
no,,yes,yes,yes,yes,yes,yes,no,,yes,yes,yes,,,yes,,,,SR5 4dr CrewMax SB (5.7L 8cyl 6A),,,,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,4.6 L,gas,Double overhead cam (DOHC),V8,310 hp @ 5600 rpm,327 ft-lbs. @ 3400 rpm,44.0 ft.,Variable,32,,,3 yr./ 36000 mi.,16,V8,rear wheel drive,gas,6,6-speed shiftable automatic,2019 Toyota Tundra CrewMax Features & Specs | Edmunds,37095
